sqft_living,num_bedrooms,house_age_years,distance_to_city_km,lot_size_sqft,crime_rate,house_price
1564.4808471908386,4.0,34.0,11.436431155606593,6039.191209403683,0.9296496077013283,262992.95307984215
1688.2686073370746,4.0,47.0,1.0787221921811228,7956.132690070493,0.9423714394684146,273610.2428086216
2453.571377141214,1.0,39.0,31.62548364912459,6028.642079936348,0.11193457813478924,336742.2763725533
1350.792664325821,4.0,64.0,20.911910020964186,7658.447537286106,0.13353423316074942,202814.44258325794
2539.972069445013,4.0,11.0,9.472004571667421,5148.742599169314,0.8931137413224726,446022.1089646365
2589.7860728653563,4.0,21.0,6.547954351295801,5416.882762191327,0.014372951777777643,443479.21425908734
1589.6773386173204,1.0,46.0,28.862019781437333,4359.845126855382,0.15844803718990597,266039.4325929071
1096.6694515758888,4.0,53.0,37.0563762805441,3726.434492398136,0.46830059145638514,143258.75213716144
1722.1613823039602,1.0,18.0,25.689833486481007,6165.4816587707855,0.5456686649686348,270263.9186259936
2438.8324478942122,4.0,46.0,10.03956002128465,4363.306444195775,0.09148751838745872,397210.6102035648
2551.6991508835754,2.0,40.0,21.21277088145821,6919.588763649489,0.027470562512984853,423194.1259140316
2097.5785127184568,4.0,28.0,17.03265074633715,4473.892468065437,0.8160923529142614,385344.92665781337
1814.8780697478726,3.0,76.0,30.227614233251536,6165.5532850753725,0.11576004624632463,267805.70417432353
1897.9226275488409,4.0,33.0,1.984256488082304,8355.197123369568,0.5941363914775513,348355.5219239569
2676.1352217118115,2.0,67.0,39.67914235819073,6165.049635071258,0.7149528235517771,361885.08451503335
1246.7370456291649,4.0,74.0,3.98271826447321,4769.313225666497,0.018531233594333285,217389.25688340308
1843.5235341190855,2.0,61.0,27.17115607053666,4601.830880315596,0.13105863080429037,251436.17206881926
1907.046872065102,,68.0,31.119739591448372,6948.663699551771,0.9558431471751637,233693.61518982408
2257.701058851037,2.0,56.0,5.850930418411648,4996.4930656802735,0.7173627530363669,327810.14116164163
1523.1753473264089,3.0,20.0,8.229538384217948,4051.206722531497,0.6716602309978987,262766.19955384947
1929.861250860741,3.0,46.0,1.6139736068314023,5332.65848017673,0.7537201765621296,333915.97330607515
1576.783192724736,1.0,73.0,5.512351409031784,5103.359500835357,0.08201074120818763,231564.82264520085
2139.798874467338,2.0,21.0,1.6167146530855208,7994.995256319986,0.6543464596528576,387218.435335804
1698.903673783053,3.0,67.0,4.02799026356247,6251.276418795063,0.6444850615205939,271371.0566395646
1813.0455251054168,2.0,53.0,8.78070728225473,,0.14943625851829423,266580.3984682079
1434.5349800290405,2.0,12.0,27.603973300903764,7024.786365547969,0.09664058416487142,261348.2775389139
1742.730077373691,1.0,34.0,11.954396642263507,5294.0079574082965,0.8582067909770298,226224.5210760581
1854.6973973024465,1.0,52.0,25.140671023244938,5773.46106922942,0.4577438171662134,259330.59717747493
918.479922318633,3.0,27.0,19.79283169171005,5906.167371017439,0.7408692683852178,178492.7603521063
1228.5148510846884,1.0,60.0,22.13761292070087,5982.914387281902,0.8450122371557759,182944.8988853392
1577.8533699619443,2.0,59.0,3.5945767202233543,4380.80682784901,0.0783016704795575,257731.99831494037
,2.0,20.0,2.8246479538989724,5345.637344824775,0.6669657034871818,313555.56372945686
1555.280278740889,1.0,10.0,,7347.209581224954,0.45128517717763994,262550.92237575346
2329.212243424794,4.0,58.0,4.719492488649287,6459.18105151794,0.9468801963410236,389273.32639149507
1704.830660958196,5.0,51.0,25.571555260719308,4784.424458362522,0.619747854491566,291353.17923849815
2477.8189294024755,1.0,30.0,27.93651107477226,6782.713110028098,0.9528343891705844,346084.2973790237
1568.291153593769,4.0,35.0,22.321320301713964,6458.4215418768235,0.8386088875339622,233350.21881398535
2095.327415346155,2.0,47.0,28.28790645328963,5883.009905122416,0.19167131883027433,306004.6035403021
2423.0425962488143,1.0,10.0,16.432610579377908,7364.477309338239,0.034403208453458234,394222.55584597006
2154.1782236496765,2.0,33.0,36.60280534472644,3184.1638397920565,0.8183005094393818,277880.3128486911
2582.7620146171703,3.0,21.0,3.981154580538459,5579.843213730043,0.6640330331113176,400990.60798376735
1583.7209060901896,4.0,66.0,37.657339886823074,4630.703523354556,0.8183078176753029,219608.52066373895
2211.585291980957,4.0,13.0,39.426849459204135,6193.401286871722,0.9884904844868048,311178.5443119758
1416.1012174479358,1.0,9.0,37.620860461353125,5977.304895958545,0.8181455811278013,190196.5847933115
2048.999145622725,2.0,40.0,38.10623912030156,5981.981890050805,0.43201055893036266,311374.36415316706
1782.6575563066094,4.0,44.0,18.659734854225754,4733.825074250812,0.6673318496676933,292865.0388199801
2116.3909330531424,5.0,74.0,7.6859328917111664,6757.068548475841,0.4247833415241863,375797.1907281418
1461.4191442439442,1.0,2.0,17.153836097301383,7305.373490866966,0.002076517600081207,298221.0296664483
1264.9576168369238,5.0,16.0,8.965623597574531,3827.9048570353125,0.5192069746034601,245162.19547389762
2085.4452553465835,2.0,75.0,35.71222399314485,5345.460796922639,0.8957263555151146,233662.1567224973
2782.3625664581946,1.0,10.0,34.59903458184885,4352.863059845976,0.25425916098893053,455814.7549942151
1282.378838790313,2.0,45.0,23.951692471200566,4770.201682449372,0.4461492564571695,199180.00307110455
1535.1198981164807,1.0,47.0,25.020564711392126,6149.887758325861,0.938876975142273,189137.9072370091
2394.196636724042,4.0,74.0,16.21468915284523,6293.511094846467,0.41788399661760967,342543.8125721648
1955.4537827990023,2.0,48.0,30.400737879640076,6843.516058851251,0.29795493131686546,287115.8624365391
1557.3182260854483,5.0,20.0,9.937706097352322,7720.667890662355,0.7054900246731167,257168.8844114974
2438.8384109492545,4.0,49.0,18.409088720264595,4513.957318583851,0.8793244633625606,384582.90281876555
1499.8915614206026,3.0,54.0,11.960485173860102,4916.898010506558,0.6871899964686766,229675.61381260055
2023.8542800086575,2.0,4.0,9.735319288738165,7290.394457101793,,347274.045745747
1038.4065476081128,2.0,54.0,27.861739091643248,3351.625796343728,0.2759488281571876,116620.46996413975
2125.6956256528993,2.0,14.0,34.591465406788544,5724.229678917181,0.03238913777599506,332818.80486580794
1948.060138532288,5.0,15.0,17.754241799466524,3335.9964915921946,0.11115087978331184,367807.6161603153
1845.8803882677512,2.0,34.0,22.423081087724054,7262.257019723995,0.5079486919064082,277364.584391045
1095.76935181822,3.0,46.0,21.002985165233564,7888.325059934295,0.746419830009849,144543.9557743759
1408.3733538318816,5.0,34.0,39.29993194362254,7765.810197078374,0.41440839771849514,224421.66999644873
2057.523843153024,5.0,75.0,29.970174021346335,8338.081819265155,0.817191050726641,316461.3580632117
1468.6881205270765,5.0,62.0,35.77672374290709,9018.051196440916,0.48357458570386747,225505.1185547989
1300.8229796306046,4.0,52.0,10.359585190928343,7067.273985403109,,222549.16625281356
2004.1263778572359,3.0,,21.282888383334864,8151.810313075504,,285933.9077974522
864.6040394870722,5.0,59.0,38.99565851164549,4752.178134864189,0.08678295406499048,130206.70100649523
1336.5347642109587,2.0,7.0,35.07519388710678,6070.350848535317,0.006796548586111784,256806.8283379591
2178.7538550236527,2.0,,18.310508348430744,3395.8563621022513,0.5270501564925637,331044.6417916552
1898.4306179345617,4.0,10.0,22.156369135043587,6509.402780132535,0.20348799455531252,400300.41611243744
1499.1466938853016,5.0,7.0,32.90304321640903,5732.670779422145,0.21515562162405555,278570.0770846216
1174.4432118073487,1.0,12.0,21.04017864848732,6629.490367218098,0.9454948605595002,166920.37830655935
2277.571160250619,1.0,52.0,,4928.630833419611,0.7368264557515041,298049.2873018558
2315.4997612479756,4.0,2.0,22.843576200292425,5417.853139350599,0.48922725474991924,332788.2120163789
1087.6259068932716,2.0,79.0,13.093296995367448,5451.694074362742,0.18693142944144692,144423.3943651748
1997.2260711891483,4.0,64.0,20.656146780256716,4949.021018483168,0.3356824006428417,324658.3798514311
3031.621056242643,1.0,46.0,37.476586843267775,5301.266881620586,0.9732608830304917,383835.1194400935
1762.7770421169164,2.0,66.0,32.8400206136362,5439.327592213457,0.6150646298578113,240549.07481849578
1503.8030378805654,1.0,74.0,4.678769625350702,4331.132546983425,0.6603882523958254,238511.19507311506
1461.8038489703652,4.0,10.0,10.027723740606541,4146.243387971663,0.7275364272301427,249564.28135233728
1921.669724661346,3.0,67.0,17.409686868871106,7975.924211666377,0.5832761971390966,317845.6263804487
2561.514928204013,5.0,50.0,33.16672639483368,8023.689522252609,0.2525303896364445,408572.8506454446
2031.0517371316355,4.0,58.0,2.1041397017040437,8010.423855500986,0.27826766081876964,376074.18655490666
1806.964645956473,4.0,78.0,4.844734153874081,7181.852102591489,0.7274770779964966,307587.96957957995
2079.89522396552,2.0,46.0,8.3764249008964,8473.59943080073,0.702405365866202,310901.810618074
2510.2521239949274,5.0,51.0,19.03325589958909,7175.229482388155,0.7350261491050988,393342.6847282442
2150.1549397044955,2.0,23.0,37.47171138233324,3922.1143657390467,0.7148984380772886,312892.30844230426
1780.2224230716724,1.0,15.0,37.16685204286559,10016.965914254817,0.8990239826494839,230591.3242384042
1235.4741143913852,4.0,48.0,5.927902771265914,4325.392830074952,0.6267705194172218,217283.1572737226
2389.7200603606434,3.0,28.0,1.5213396471164298,4556.716230028973,0.4539261364217959,404599.5087311687
1476.7135578787368,2.0,4.0,39.34892061592023,4453.965897869297,,227565.94987649852
3022.875989808413,,16.0,27.957260566075075,5670.779170178507,0.6805606661388378,454593.33658627386
1911.8939758194492,4.0,43.0,25.65728788384658,6753.028906495298,0.8022491792351141,254486.7931638493
1938.3453996650096,5.0,77.0,22.581781628941588,5914.364331279797,0.7128823693447365,314798.1998309942
1893.3045615781791,4.0,36.0,6.628058828142518,5334.212474325995,0.29036188536668095,300698.0044688725
1965.631715701782,5.0,33.0,38.92437996256403,7234.964178156275,0.924309567052558,297876.7756968212
1176.1084090175752,2.0,63.0,6.631117653213022,6279.7319309504255,0.6410248576353547,177054.86290616947
1201.8966879596646,4.0,49.0,32.33720622896244,,0.11823839247214052,209963.08214780956
969.5195332420043,5.0,24.0,3.165476279556872,5669.230373013494,0.40793781836784104,229251.29096579467
1770.2373219690999,2.0,42.0,25.880216244704812,7045.478283514585,0.763856500200214,261697.34083590744
1092.3146289747929,5.0,27.0,38.499020220340306,4103.783797458507,0.22071258594441867,177432.10370562237
2383.8910308299037,5.0,7.0,19.302123865705823,7202.746473817379,0.6839751299151413,425386.86535654805
2114.8144209618063,3.0,68.0,33.296556331247366,7034.147355772699,0.41834580749375805,293745.1712729787
1864.6105909876137,1.0,,24.51854264707805,4520.509854112413,0.29955631961489726,301369.9396171249
1667.671583381022,,7.0,22.982738870121725,6395.353610303227,0.7941823453171836,295671.8434016949
700.5970216899591,1.0,9.0,22.73511243725803,5937.394301435282,0.9453070402516367,130335.77365387778
1762.7832854499768,5.0,,30.39562874669218,3845.1858989336483,0.6352649873590809,266979.80111042346
1184.5678417830222,5.0,77.0,5.531447304492393,7963.716580376395,0.2902551053725294,211099.08837983638
1568.8623556474788,4.0,31.0,17.324709135728074,5534.162863982127,0.03711331996230227,287033.7094753242
1677.3059419985648,2.0,32.0,37.09536610622335,7750.3318135347845,0.35775476329371425,262768.8046645074
1763.994939209833,2.0,43.0,34.16839297567267,3898.6210078363065,0.5772160730089502,238010.6742850483
2433.455574593311,2.0,60.0,34.53312958025976,6057.887794098421,0.7472975575598568,326768.04243898665
2301.766448946012,1.0,10.0,14.439559293454826,6090.66418488872,0.6740378674249567,369388.3180938158
2723.318498023833,5.0,77.0,11.754538773209969,8375.066822294299,0.26752703024834235,456449.8405837069
1920.981135783017,4.0,54.0,24.02681250308504,6749.116603791904,0.3179046737732836,270524.6068062994
969.23996886552,3.0,79.0,28.540181582643108,6728.323942953204,0.5739291361229822,148572.04887375372
1734.9284728161576,4.0,1.0,12.541772665487608,4483.437353085284,0.13705280282815546,318458.2928965684
1798.1987304547158,2.0,14.0,7.095064672441272,6202.607819792691,0.7565391672262407,344558.4352644547
1942.9326953624525,1.0,5.0,37.66861141728011,3970.9071932935603,0.44750288969950813,282360.7207428329
1917.807279054283,1.0,8.0,23.609320126791765,7898.049139547347,0.01767004479543388,292259.0927274706
2287.5598667088757,5.0,69.0,29.564140727694074,5554.654723019244,0.2607087741328522,331867.6125817501
1724.1074524822084,3.0,45.0,30.124288941815003,5554.840108551457,0.22009006604727244,240779.93032308886
1909.5751638319696,2.0,64.0,10.603522277853404,7292.451994458219,0.7784284067813999,307501.8678312696
2846.19363784273,2.0,65.0,16.007341071623024,3571.7920367134816,0.9097436867126839,407416.75420550106
2210.241090598682,3.0,63.0,22.862612551040897,7549.612476897773,0.36148714982181207,297084.3102293546
1369.7933173580238,3.0,9.0,37.59813601046762,5029.582243125578,0.928014236729381,220019.13830521412
1259.4683362000515,1.0,54.0,5.563457269459902,4524.309123463767,0.7173727740629734,194594.3271276417
2148.103182406709,5.0,11.0,39.03955780871041,5923.936170201774,0.7089642671237775,317889.175189189
1929.861250860741,3.0,46.0,1.6139736068314023,5332.65848017673,0.7537201765621296,333915.97330607515
1346.218168979201,1.0,3.0,,6843.552437425017,0.43198937146344085,217938.7247711005
1924.110293150168,5.0,13.0,27.742321174412112,8135.94340765471,0.006840748148363551,343615.9236115749
2123.844269050346,3.0,68.0,14.75150163122547,5266.968554773486,0.45027681044159074,315431.8090298545
2134.836274415019,5.0,67.0,7.188476073897712,6198.506741030047,0.13969237260293865,372276.121978407
1893.2271573847138,1.0,71.0,15.515815281183551,4917.319198148386,0.26248500790059104,257152.40946340206
2069.455021842329,2.0,25.0,35.650100286993904,8520.74344562197,0.30581351128366396,328666.488604611
1132.3278206449495,5.0,52.0,19.1616191287289,7602.7813250804165,0.925064556447055,156206.21418979822
2195.831346981468,4.0,9.0,34.65592356049154,4526.63988116522,0.5689831943041228,339677.9082710001
1698.4773069785037,4.0,29.0,34.8680207297139,4633.239035473757,0.9472999994200669,273989.278144002
1523.8884778595143,2.0,49.0,34.389167461536,6039.491750913973,0.8150153166761481,190921.0147872827
1347.8416874477957,3.0,60.0,1.6688414946927264,4644.958563678465,0.25337939882933447,209877.48012320424
1075.957829251338,1.0,54.0,30.2262276592452,5914.35508374592,0.6524759555072321,111941.11004229885
1677.1284679570279,3.0,62.0,1.8003117744436832,4614.32034571056,0.2606616548329366,273175.41367945034
2935.3464289021977,5.0,71.0,18.689580996990532,5278.563794375828,0.3417488423259273,438288.26975853473
1966.831052643474,5.0,,4.063755406025359,6328.964453370261,0.8570969396099158,327862.23865896394
1375.0778152676041,4.0,76.0,25.922254197681912,3234.12781760208,0.6856517492651993,175909.4889625299
2073.548690585019,1.0,65.0,36.23877929386868,7593.024265193307,0.012596401271786961,273719.2858907325
2438.8324478942122,4.0,46.0,10.03956002128465,4363.306444195775,0.09148751838745872,397210.6102035648
1459.0078760011006,2.0,0.0,33.62344113410331,8517.863929761132,0.5053536682378261,267837.83810196444
1908.2292947909875,5.0,44.0,36.535563122023085,7645.05964551019,0.24414756050690722,286388.0269525735
2347.0957592354744,3.0,73.0,7.556607007572538,7194.139058997853,0.076795684286734,399798.97440132836
1338.9173379111874,2.0,12.0,25.036265197082958,5126.538645700856,0.4492745469566498,238593.78923240385
1783.6233648920008,2.0,7.0,31.44168504860134,6298.494770687899,0.6111415232112462,292629.5974055835
2452.7394035771645,2.0,39.0,35.49068533389588,6414.744215060825,0.7777174890725507,327059.7436171598
1939.5107628851697,2.0,43.0,31.499980001286573,6213.755733864248,,282617.46692821407
2452.7394035771645,2.0,39.0,35.49068533389588,6414.744215060825,0.7777174890725507,327059.7436171598
2743.0929506052653,1.0,0.0,27.408944085849274,4568.9412966834625,0.5027501916096123,383513.32323106914
1618.5807197801705,4.0,14.0,17.990146827803883,5074.297237346415,0.5026301156212535,300868.1477079362
2265.6400595580994,1.0,67.0,31.448542274835138,3916.522295741313,0.1333444673163704,308849.10656961816
2195.5159735215234,2.0,45.0,1.7720306755429212,5449.758501139383,0.4567305928858403,358266.85895474604
1812.2550871294713,1.0,78.0,31.146482130917885,5652.772520999682,0.26511325041514877,236779.86235078148
1855.461294854933,2.0,2.0,25.984788119300873,7929.847233255914,0.4881175434337349,298072.2572865026
1782.0869804450242,5.0,75.0,26.94070157529781,4302.394921023547,0.2823138342107202,311166.7491172259
1983.299123048424,4.0,68.0,11.071009766980241,4131.7191157479965,0.7157359264107953,311487.3797817032
1060.7390048162863,1.0,20.0,1.806183386784274,4388.769927185084,0.40514855367840663,186156.25029075413
2249.799937716625,3.0,60.0,29.958702480776434,6162.781914108535,0.13931948237804637,320712.3296092478
2112.0599085260774,1.0,13.0,21.74367408129305,6792.776826592389,0.5314792462818209,309408.9216249056
1473.335383713144,1.0,64.0,39.51872410130882,6661.907301782532,0.8890121901109594,108361.59000974297
1387.2514016037442,1.0,1.0,5.738320252422851,5733.869342687255,0.7222160986736462,257649.26578623382
2537.678108474776,1.0,24.0,34.98726843368482,5418.299836700591,0.45507563552038444,335124.39580911625
2566.369456501289,5.0,72.0,28.16846357747821,7112.4596196971615,0.7647762421250892,356691.68134425854
1093.8481493323543,2.0,69.0,18.06179513772018,7627.089213262418,0.6345564677415247,147498.2404169624
2121.361379933772,1.0,64.0,10.326559271946405,4623.221352156094,0.20208093608652078,355409.01183825464
2830.3739624409936,2.0,3.0,2.7674518794748897,7014.971908948923,0.21266428651134284,497280.4751213156
1500.303677277989,4.0,33.0,29.521344268428553,7386.293198985302,0.43567206612229037,229302.42995672676
2096.550628984192,3.0,46.0,5.806070452936669,5861.487955512222,0.34337778957457255,358011.6592589161
1511.5540652384257,1.0,20.0,16.233150695689506,8496.46858158681,0.9839309401424022,251051.00843822808
1270.3932390555242,5.0,12.0,31.197804634839212,6859.231508289397,0.4939791491401879,241177.84918191924
2741.012248237517,2.0,56.0,16.44250196115659,2359.1951134826027,0.17396088769622553,372095.7878003055
3726.365745327361,1.0,53.0,13.754741121920894,4369.391435145731,0.01366168547060942,572015.3983354907
1968.8013310376011,4.0,70.0,20.271759154877426,6272.511409355207,0.5208857827006792,273348.57308379863
2206.758608684835,4.0,29.0,29.60598311319205,6690.383795265189,0.4570596592657763,308757.345945081
1322.229779699787,3.0,44.0,33.1269284361658,4531.786183801409,0.9983187565709567,207603.9221536341
1665.2965827777211,3.0,36.0,17.616768127417785,7708.10216141041,0.33823096731728486,277960.5391545729
1305.1975898707096,4.0,22.0,22.52320832042624,5369.8296576359735,0.17735136165974286,252195.60785320692
1560.412881077355,5.0,4.0,7.201975145870191,7437.307375941351,0.28924390281966816,337404.4382471143
2035.7341785679978,2.0,18.0,17.980352200853687,7637.836971231164,0.8685528307858377,317760.14948418894
3116.1910324186956,2.0,73.0,24.994892478014144,9756.925020407354,0.02822875965070637,452778.1559836688
1448.9734530613239,2.0,10.0,20.542427330225685,4515.579061495776,0.6891210904957582,232475.32723281154
1603.3305938363196,4.0,28.0,35.93222056477552,5006.880317499046,,270648.62634109455
1450.1372460037073,3.0,0.0,29.249431846852048,3210.097707260091,0.02498408228184945,245325.09590229546
1672.5113912895724,1.0,43.0,7.795492664169802,6055.9667619932425,0.500033915569608,263159.02868434135
1573.8468403754616,4.0,70.0,21.734779926814838,7696.726917429267,0.6993847409873672,246550.35411978565
1955.625077271768,2.0,18.0,33.210790585325185,4048.0153816415323,0.12487007690592267,311858.5188639521
1837.9022790968631,2.0,27.0,14.463968193128926,3102.9347088104423,0.5692979341347952,274227.7868616987
1921.9003568855994,5.0,0.0,23.061838713499224,8212.742021110033,0.6833263626277299,358745.1080886332
1538.6384897404803,4.0,10.0,32.896395920546155,5516.980234188245,0.5251538941116284,237102.25561049464
1743.8359751545852,4.0,23.0,22.759170360877327,4607.44249526667,0.5140233698765098,321927.3481090428
1298.7353176810957,3.0,27.0,8.94301837313471,5497.727274592829,0.3018000558611551,241087.60224897144
1745.6199257715712,3.0,52.0,20.332446259043753,6646.681446146114,0.26555759801241363,286493.7792698514
2212.708174494015,5.0,18.0,21.34237644444297,3013.016928929684,0.6356319986400399,371967.1531969965
1962.083176244221,4.0,38.0,1.5167903066525112,3912.0806389452655,,348222.9193943804
2097.5785127184568,4.0,28.0,17.03265074633715,4473.892468065437,0.8160923529142614,385344.92665781337
1380.139078909612,3.0,38.0,35.38097474268952,6085.704532741895,0.9106649953838885,209364.93827988015
1264.5537509694439,2.0,15.0,,7310.48951534144,0.5701816317546939,202375.29413552166
1857.1138243310197,3.0,77.0,36.22444037454274,4811.4466577935345,0.029169892290743293,249973.73722321112
840.6143923504793,3.0,3.0,20.55910299770962,4747.071441613863,0.1756720999559107,195359.02752503857
2119.296229388687,5.0,30.0,36.74752876405403,5887.5660524858995,0.895076559161845,316577.27825059905
1891.671002869176,5.0,56.0,35.53917080542916,4802.714063368104,0.5241962710633074,274258.2087758731
1999.5680571760354,5.0,40.0,34.31617077089609,5698.807504697063,0.5782183812232895,322354.29399845493
,4.0,45.0,5.560017885490268,7234.79115403933,0.6967548149354044,295527.16744890617
1517.9606846316358,4.0,31.0,8.124222985347057,4817.077953356054,0.18356411421693286,277493.50777656527
1310.813611192484,5.0,8.0,10.85319519423018,5808.038046707226,0.7193006090251136,266631.2601507104
1505.3176215278943,5.0,71.0,37.05788115969539,5397.018663486548,0.7603282214041377,190396.5155252031
2614.307772785646,,67.0,27.42146317811544,3404.9493908470627,0.8168902895041683,378277.4744302766
1917.1073662682604,4.0,10.0,8.741151909608615,5615.78910894686,0.12558210271016068,361127.65135385696
1504.214305582085,2.0,17.0,13.42574954778068,6431.79884748422,0.7466032046442038,267179.362098013
1488.6502400897032,5.0,39.0,18.401847618124204,4850.711293104831,0.08956602431631067,277412.02602973784
1779.9210246778282,3.0,50.0,37.667144458831224,5726.006940204449,0.5881260654678548,268624.61667534226
2179.4846102466336,1.0,25.0,20.996329376209264,5408.059781702401,0.5138665257132716,330507.24047971616
953.7676851425903,1.0,9.0,19.523087645286182,7287.927597114023,0.4137060319100304,158798.852613233
1856.758672625624,3.0,12.0,16.94231318793615,4783.723298788979,0.30966887040129254,364819.1778259172
1614.2795670021042,1.0,8.0,15.188576004496406,7374.0769846774665,0.34476976689987415,301118.3996886988
1768.660451363414,4.0,33.0,34.25081324259537,4405.031281707444,0.8693523009923474,260579.82621288937
2206.43105941948,4.0,44.0,35.03279629932658,4512.509336049501,0.8715858828624066,328362.10996359563
2340.3903627773107,3.0,33.0,36.97233190213401,6939.735602265837,0.2994577239342546,337689.2268272503
1638.9692418971622,5.0,18.0,31.60961109539633,6956.030524313093,0.9358261334028228,268141.4895230868
1858.663691654391,5.0,48.0,11.588451413092846,6501.177974444995,0.43223105950450824,321476.5327906681
1560.6256891682613,4.0,44.0,2.6184675201400984,7318.3235011134675,,264869.6185427737
1978.5077429825237,5.0,60.0,22.581827326764156,6724.041077424231,0.007391901444293025,333875.19584930054
1988.6502465224262,4.0,65.0,10.000991503134738,4196.375697097937,0.5734318253556611,304937.37833458127
1592.3560430495993,5.0,29.0,1.9736826626822297,5936.7154493091975,0.14059191817336558,328531.37427235383
1654.1531251033616,1.0,,35.945591186631546,9273.534751789051,0.6285021702362039,214176.53486906015
2006.3904634682492,2.0,29.0,6.613734629317003,7659.956676327139,0.3922670415235471,385603.66420352506
2682.7271201405483,1.0,56.0,12.368333896025192,6570.297553730091,0.1606336126185507,403692.37386929384
1691.15939838639,4.0,32.0,33.325979773865384,8061.032013199687,0.18286452675487241,281873.75948973245
2156.499215086194,5.0,50.0,1.6171037078760118,2995.576468991756,0.44967697718372,380165.7464543517
1991.2048730920253,4.0,48.0,8.386343297508997,7857.544248765166,0.6077784386068872,365042.0038119405
1922.4832855543614,3.0,40.0,7.510311761882558,3939.000678865041,0.4492681584656367,295329.80450167693
2738.397906279033,4.0,38.0,20.561452296799985,8175.7211773438285,0.6241134200456544,434529.53537543386
986.2287810584187,2.0,68.0,4.128667611772849,3689.4937603179064,0.22228276663858526,169308.90987172443
2478.1200142854113,4.0,59.0,5.879885028528131,6573.639842602665,0.8655712200947645,384677.72945160366
2564.7751597303068,1.0,71.0,3.1536783089781104,5297.903996263882,0.678887337188785,379296.5851488074
2053.637015553649,4.0,58.0,37.76370790169859,7517.770625459122,0.35872701954609876,284578.85687558056
1040.3150170229933,3.0,48.0,34.74254054851463,4551.322469791583,0.8217524169853904,132019.28083484503
1618.193893893072,1.0,12.0,23.487946278058992,7971.227717021678,0.052907433270664384,280956.62766858784
2153.8759677277376,1.0,28.0,31.168556932730603,4947.2487555173375,0.5091579655626026,319155.176337633
866.367403704126,5.0,19.0,28.333837798595848,7179.438845091914,0.23599660590923754,185854.69076523083
2116.9595111590056,3.0,54.0,24.28673503728207,5941.929264929488,0.3887684128615969,323274.5791736555
920.6302567884428,1.0,14.0,5.043464648636784,7176.449654583923,0.275170112488068,189052.21644673808
2520.78431032895,5.0,40.0,27.36889050594332,6800.6191556123595,0.4578049325592066,420902.73458708794
1992.0327244696537,1.0,76.0,28.816198855250136,3962.504873685356,0.057094337907943715,285601.99095290474
2215.167908272123,1.0,44.0,38.18786881620884,5655.514096907355,,318258.83312996896
